date,nikkei,dow,usdjpy
1975-07-05,4445.72,871.79,295.42
1975-07-06,4445.72,871.79,295.42
1975-07-07,4410.6,861.08,295.51
1975-07-08,4389.93,857.79,295.68
1975-07-09,4413.17,871.87,295.95
1975-07-10,4408.37,871.87,296.12
1975-07-11,4427.32,871.09,296.12
1975-07-12,4427.32,871.09,296.12
1975-07-13,4427.32,871.09,296.12
1975-07-14,4427.54,875.86,295.86
1975-07-15,4432.02,881.81,295.86
1975-07-16,4435.25,872.11,296.03
1975-07-17,4395.73,864.28,296.3
1975-07-18,4377.37,862.41,296.21
1975-07-19,4377.37,862.41,296.21
1975-07-20,4377.37,862.41,296.21
1975-07-21,4377.37,854.74,296.12
1975-07-22,4302.29,846.76,296.47
1975-07-23,4321.48,836.67,296.82
1975-07-24,4306.8,840.27,297.62
1975-07-25,4322.94,834.09,296.65
1975-07-26,4322.94,834.09,296.65
1975-07-27,4322.94,834.09,296.65
1975-07-28,4290.96,827.83,297.8
1975-07-29,4329.95,824.86,297.35
1975-07-30,4311.31,831.66,297.44
1975-07-31,4333.04,831.51,297.71
1975-08-01,4292.55,826.5,297.89
1975-08-02,4292.55,826.5,297.89
1975-08-03,4292.55,826.5,297.89
1975-08-04,4305.01,818.05,297.97
1975-08-05,4259.23,810.15,297.97
1975-08-06,4238.96,813.67,298.06
1975-08-07,4215.88,815.79,297.97
1975-08-08,4244.81,817.74,297.62
1975-08-09,4244.81,817.74,297.62
1975-08-10,4244.81,817.74,297.62
1975-08-11,4240.62,823.76,297.8
1975-08-12,4217.49,828.54,298.06
1975-08-13,4194.49,820.56,297.97
1975-08-14,4205.73,817.04,297.97
1975-08-15,4229.67,825.64,297.97
1975-08-16,4229.67,825.64,297.97
1975-08-17,4229.67,825.64,297.97
1975-08-18,4238.6,822.75,298.15
1975-08-19,4224.86,808.51,298.06
1975-08-20,4183.97,793.26,297.97
1975-08-21,4159.79,791.69,297.89
1975-08-22,4134.99,804.76,297.97
1975-08-23,4134.99,804.76,297.97
1975-08-24,4134.99,804.76,297.97
1975-08-25,4098.59,812.34,298.06
1975-08-26,4051.04,803.11,298.15
1975-08-27,4036.34,807.2,297.97
1975-08-28,4007.14,829.47,298.06
1975-08-29,4060.57,835.34,297.97
1975-08-30,4060.57,835.34,297.97
1975-08-31,4060.57,835.34,297.97
1975-09-01,4045.98,835.34,297.97
1975-09-02,4047.82,823.69,297.97
1975-09-03,4011.35,832.29,297.8
1975-09-04,3949.53,838.31,297.89
1975-09-05,3887.89,835.97,297.97
1975-09-06,3887.89,835.97,297.97
1975-09-07,3887.89,835.97,297.97
1975-09-08,3972.8,840.11,297.97
1975-09-09,3947.12,827.75,298.06
1975-09-10,3963.02,817.66,297.97
1975-09-11,4002.89,812.66,298.06
1975-09-12,4027.83,809.23,298.06
1975-09-13,4027.83,809.23,298.06
1975-09-14,4027.83,809.23,298.06
1975-09-15,4027.83,803.19,298.06
1975-09-16,4031.75,795.13,298.06
1975-09-17,4024.94,799.05,298.33
1975-09-18,3992.91,814.61,300.48
1975-09-19,3973.71,829.79,301.57
1975-09-20,3973.71,829.79,301.57
1975-09-21,3973.71,829.79,301.57
1975-09-22,3934.18,820.4,302.94
1975-09-23,3934.18,819.85,303.31
1975-09-24,3942.3,826.19,303.12
1975-09-25,3933.32,820.24,302.66
1975-09-26,3895.05,818.6,301.75
1975-09-27,3895.05,818.6,301.75
1975-09-28,3895.05,818.6,301.75
1975-09-29,3814.02,805.23,303.21
1975-09-30,3886.39,793.88,302.85
1975-10-01,3870.11,784.16,302.57
1975-10-02,3891.09,794.55,302.66
1975-10-03,3981.53,813.21,303.03
1975-10-04,3981.53,813.21,303.03
1975-10-05,3981.53,813.21,303.03
1975-10-06,4101.68,819.66,303.12
1975-10-07,4100.82,816.51,302.94
1975-10-08,4149.5,823.91,303.12
1975-10-09,4201.62,824.54,303.03
1975-10-10,4201.62,823.91,302.94
1975-10-11,4201.62,823.91,302.94
1975-10-12,4201.62,823.91,302.94
1975-10-13,4180.64,837.77,302.94
1975-10-14,4213.81,835.25,302.66
1975-10-15,4234.97,837.22,302.94
1975-10-16,4233.15,837.85,302.94
1975-10-17,4257.86,832.18,302.76
1975-10-18,4257.86,832.18,302.76
1975-10-19,4257.86,832.18,302.76
1975-10-20,4289.2,842.25,302.48
1975-10-21,4260.59,846.82,301.11
1975-10-22,4294.15,849.57,301.57
1975-10-23,4296.66,855.16,301.84
1975-10-24,4311.12,840.52,301.66
1975-10-25,4311.12,840.52,301.66
1975-10-26,4311.12,840.52,301.66
1975-10-27,4332.79,838.48,301.57
1975-10-28,4320.1,851.46,301.48
1975-10-29,4360.42,838.63,301.57
1975-10-30,4322.33,839.42,301.66
1975-10-31,4352.05,836.04,301.75
1975-11-01,4352.05,836.04,301.75
1975-11-02,4352.05,836.04,301.75
1975-11-03,4352.05,825.72,301.75
1975-11-04,4339.48,830.13,301.75
1975-11-05,4306.9,836.27,301.84
1975-11-06,4282.26,840.92,301.75
1975-11-07,4322.85,835.8,301.75
1975-11-08,4322.85,835.8,301.75
1975-11-09,4322.85,835.8,301.75
1975-11-10,4354.96,835.48,302.3
1975-11-11,4335.39,838.55,302.3
1975-11-12,4337.65,852.25,301.93
1975-11-13,4309.88,851.23,302.21
1975-11-14,4313.77,853.67,302.57
1975-11-15,4313.77,853.67,302.57
1975-11-16,4313.77,853.67,302.57
1975-11-17,4312.07,856.66,302.66
1975-11-18,4318.36,855.24,302.94
1975-11-19,4282.39,848.24,303.12
1975-11-20,4307.77,843.51,302.94
1975-11-21,4287.93,840.76,303.12
1975-11-22,4287.93,840.76,303.12
1975-11-23,4287.93,840.76,303.12
1975-11-24,4287.93,845.64,302.94
1975-11-25,4245.39,855.4,303.12
1975-11-26,4301.72,858.55,303.21
1975-11-27,4323.22,858.55,303.21
1975-11-28,4329.77,860.67,303.12
1975-11-29,4329.77,860.67,303.12
1975-11-30,4329.77,860.67,303.12
1975-12-01,4306.75,856.34,304.41
1975-12-02,4305.2,843.2,304.41
1975-12-03,4331.88,825.49,305.06
1975-12-04,4307.17,829.11,304.97
1975-12-05,4310,818.8,306.75
1975-12-06,4310,818.8,306.75
1975-12-07,4310,818.8,306.75
1975-12-08,4267.49,821.63,306.84
1975-12-09,4233.02,824.15,306.19
1975-12-10,4249.12,833.99,306.09
1975-12-11,4249.55,832.73,305.9
1975-12-12,4230.21,832.81,305.9
1975-12-13,4230.21,832.81,305.9
1975-12-14,4230.21,832.81,305.9
1975-12-15,4225.05,836.59,306
1975-12-16,4212.16,844.3,305.53
1975-12-17,4177.12,846.27,305.62
1975-12-18,4181.54,852.09,305.62
1975-12-19,4220.25,844.38,306.09
1975-12-20,4220.25,844.38,306.09
1975-12-21,4220.25,844.38,306.09
1975-12-22,4235.01,838.63,306.09
1975-12-23,4235.01,843.75,306
1975-12-24,4258.3,851.94,305.9
1975-12-25,4310.25,851.94,305.9
1975-12-26,4342.06,859.81,305.9
1975-12-27,4342.06,859.81,305.9
1975-12-28,4342.06,859.81,305.9
1975-12-29,4342.06,856.66,305.25
1975-12-30,4342.06,852.41,305.06
1975-12-31,4342.06,852.41,305.16
1976-01-01,4342.06,852.41,305.16
1976-01-02,4342.06,858.71,305.06
1976-01-03,4342.06,858.71,305.06
1976-01-04,4342.06,858.71,305.06
1976-01-05,4403.06,877.83,305.16
1976-01-06,4449.7,890.82,305.06
1976-01-07,4469.1,898.69,305.25
1976-01-08,4485.77,907.98,305.62
1976-01-09,4484.05,911.13,306
1976-01-10,4484.05,911.13,306
1976-01-11,4484.05,911.13,306
1976-01-12,4580.77,922.39,305.16
1976-01-13,4588.46,912.94,305.25
1976-01-14,4605.19,929.63,305.34
1976-01-15,4605.19,924.51,305.25
1976-01-16,4629.56,929.63,305.25
1976-01-17,4629.56,929.63,305.25
1976-01-18,4629.56,929.63,305.25
1976-01-19,4609.26,943.72,304.14
1976-01-20,4627.02,949.86,303.86
1976-01-21,4617.4,946.24,304.41
1976-01-22,4568.16,943.48,304.14
1976-01-23,4582.59,953.95,304.04
1976-01-24,4582.59,953.95,304.04
1976-01-25,4582.59,953.95,304.04
1976-01-26,4639.62,961.51,303.77
1976-01-27,4660.46,957.81,303.67
1976-01-28,4637.41,951.35,303.58
1976-01-29,4626.85,968.75,303.67
1976-01-30,4656.86,975.28,303.67
1976-01-31,4656.86,975.28,303.67
1976-02-01,4656.86,975.28,303.67
1976-02-02,4670.29,971.35,303.21
1976-02-03,4631.42,972.61,302.76
1976-02-04,4649.69,976.62,300.57
1976-02-05,4633.95,964.81,300.57
1976-02-06,4587.77,954.9,301.39
1976-02-07,4587.77,954.9,301.39
1976-02-08,4587.77,954.9,301.39
1976-02-09,4519.02,957.18,300.75
1976-02-10,4520.5,968.75,300.66
1976-02-11,4520.5,971.9,300.12
1976-02-12,4537.79,966.78,300.12
1976-02-13,4568.13,958.36,300.75
1976-02-14,4568.13,958.36,300.75
1976-02-15,4568.13,958.36,300.75
1976-02-16,4539.5,958.36,300.75
1976-02-17,4540.55,950.57,301.57
1976-02-18,4506.66,960.09,301.66
1976-02-19,4461.63,975.76,301.75
1976-02-20,4489.23,987.8,302.11
1976-02-21,4489.23,987.8,302.11
1976-02-22,4489.23,987.8,302.11
1976-02-23,4496.37,985.28,302.57
1976-02-24,4500.53,993.55,302.02
1976-02-25,4554.33,994.57,302.02
1976-02-26,4599.4,978.83,302.11
1976-02-27,4628.76,972.61,302.11
1976-02-28,4628.76,972.61,302.11
1976-02-29,4628.76,972.61,302.11
1976-03-01,4630.53,975.36,301.66
1976-03-02,4622.71,985.12,301.66
1976-03-03,4618.48,978.83,301.57
1976-03-04,4610.28,970.64,301.66
1976-03-05,4612.59,972.92,301.57
1976-03-06,4612.59,972.92,301.57
1976-03-07,4612.59,972.92,301.57
1976-03-08,4592.5,988.74,300.75
1976-03-09,4587.44,993.7,301.11
1976-03-10,4607.5,995.28,301.3
1976-03-11,4611.22,1003.31,301.3
1976-03-12,4598.79,987.64,300.84
1976-03-13,4598.79,987.64,300.84
1976-03-14,4598.79,987.64,300.84
1976-03-15,4607.3,974.5,300.66
1976-03-16,4590.91,983.47,300.57
1976-03-17,4582.94,985.99,299.94
1976-03-18,4601.87,979.85,299.94
1976-03-19,4610.69,979.85,299.67
1976-03-20,4610.69,979.85,299.67
1976-03-21,4610.69,979.85,299.67
1976-03-22,4610.69,982.29,299.85
1976-03-23,4626.47,995.43,299.76
1976-03-24,4635.45,1009.21,299.76
1976-03-25,4622.7,1002.13,299.67
1976-03-26,4670.78,1003.46,299.58
1976-03-27,4670.78,1003.46,299.58
1976-03-28,4670.78,1003.46,299.58
1976-03-29,4566.7,997.4,299.67
1976-03-30,4552.53,992.13,299.85
1976-03-31,4596.48,999.45,299.58
1976-04-01,4581.82,994.1,299.49
1976-04-02,4574.36,991.58,299.31
1976-04-03,4574.36,991.58,299.31
1976-04-04,4574.36,991.58,299.31
1976-04-05,4511.88,1004.09,299.31
1976-04-06,4479.97,1001.65,299.04
1976-04-07,4522.53,986.22,298.86
1976-04-08,4500.51,977.09,297.44
1976-04-09,4464.25,968.28,297.89
1976-04-10,4464.25,968.28,297.89
1976-04-11,4464.25,968.28,297.89
1976-04-12,4423.1,971.27,298.42
1976-04-13,4408.21,984.26,298.6
1976-04-14,4413.19,974.65,298.06
1976-04-15,4457.73,980.48,299.4
1976-04-16,4475.1,980.48,299.31
1976-04-17,4475.1,980.48,299.31
1976-04-18,4475.1,980.48,299.31
1976-04-19,4477.42,988.11,300.03
1976-04-20,4508.8,1003.46,299.49
1976-04-21,4535.82,1011.02,299.58
1976-04-22,4553.08,1007.71,299.67
1976-04-23,4573.31,1000.71,299.76
1976-04-24,4573.31,1000.71,299.76
1976-04-25,4573.31,1000.71,299.76
1976-04-26,4566.07,1002.76,299.85
1976-04-27,4614.94,995.51,299.31
1976-04-28,4641.76,1000.7,299.22
1976-04-29,4641.76,1002.13,299.31
1976-04-30,4656.96,996.85,299.04
1976-05-01,4656.96,996.85,299.04
1976-05-02,4656.96,996.85,299.04
1976-05-03,4656.96,990.32,298.95
1976-05-04,4656.96,993.7,297.89
1976-05-05,4656.96,986.46,297.97
1976-05-06,4581.71,989.53,298.24
1976-05-07,4614.83,996.22,298.51
1976-05-08,4614.83,996.22,298.51
1976-05-09,4614.83,996.22,298.51
1976-05-10,4631.18,1007.48,298.42
1976-05-11,4625.98,1006.61,298.42
1976-05-12,4615.11,1005.67,298.69
1976-05-13,4648.06,1001.1,298.95
1976-05-14,4633.19,992.64,298.78
1976-05-15,4633.19,992.64,298.78
1976-05-16,4633.19,992.64,298.78
1976-05-17,4630.63,987.64,299.31
1976-05-18,4573.29,989.45,299.13
1976-05-19,4587.8,988.9,299.22
1976-05-20,4602.62,997.27,299.4
1976-05-21,4581.7,990.75,299.58
1976-05-22,4581.7,990.75,299.58
1976-05-23,4581.7,990.75,299.58
1976-05-24,4589.9,971.53,299.58
1976-05-25,4569.08,971.69,299.58
1976-05-26,4588.15,968.63,299.76
1976-05-27,4570.72,965.57,299.67
1976-05-28,4608.95,975.23,300.03
1976-05-29,4608.95,975.23,300.03
1976-05-30,4608.95,975.23,300.03
1976-05-31,4659.46,975.23,300.03
1976-06-01,4686,973.13,300.39
1976-06-02,4706.5,975.93,300.3
1976-06-03,4727.71,973.8,300.48
1976-06-04,4717.34,963.9,300.39
1976-06-05,4717.34,963.9,300.39
1976-06-06,4717.34,963.9,300.39
1976-06-07,4733.95,958.09,300.3
1976-06-08,4699.96,959.97,300.12
1976-06-09,4705.88,958.09,299.94
1976-06-10,4689.35,964.39,299.94
1976-06-11,4688.52,978.8,300.03
1976-06-12,4688.52,978.8,300.03
1976-06-13,4688.52,978.8,300.03
1976-06-14,4707.05,991.24,299.94
1976-06-15,4737.7,985.92,299.76
1976-06-16,4753.44,988.62,299.85
1976-06-17,4737.33,1003.19,300.03
1976-06-18,4696.3,1001.88,299.31
1976-06-19,4696.3,1001.88,299.31
1976-06-20,4696.3,1001.88,299.31
1976-06-21,4739.26,1007.45,299.31
1976-06-22,4700.85,997.63,299.22
1976-06-23,4703.17,996.56,296.82
1976-06-24,4708.53,1003.77,297.27
1976-06-25,4725.45,999.84,297.8
1976-06-26,4725.45,999.84,297.8
1976-06-27,4725.45,999.84,297.8
1976-06-28,4794.68,997.38,296.03
1976-06-29,4823.92,1000.68,297
1976-06-30,4852.13,1002.78,297.97
1976-07-01,4865.55,994.84,296.91
1976-07-02,4853.68,999.84,297.18
1976-07-03,4853.68,999.84,297.18
1976-07-04,4853.68,999.84,297.18
1976-07-05,4846.5,999.84,297.18
1976-07-06,4843.28,991.81,296.38
1976-07-07,4854.54,991.16,296.65
1976-07-08,4814.17,991.98,296.47
1976-07-09,4839,1003.11,296.74
1976-07-10,4839,1003.11,296.74
1976-07-11,4839,1003.11,296.74
1976-07-12,4808.03,1011.21,296.38
1976-07-13,4775.4,1006.06,294.9
1976-07-14,4746.39,1005.16,292.65
1976-07-15,4695.68,997.46,293.17
1976-07-16,4708.48,993.21,294.03
1976-07-17,4708.48,993.21,294.03
1976-07-18,4708.48,993.21,294.03
1976-07-19,4688.49,990.83,293.69
1976-07-20,4688.49,988.29,293.34
1976-07-21,4697.09,989.44,293.6
1976-07-22,4705.24,991.08,293.69
1976-07-23,4721.48,990.91,293.94
1976-07-24,4721.48,990.91,293.94
1976-07-25,4721.48,990.91,293.94
1976-07-26,4667.1,991.51,293.51
1976-07-27,4679.51,984.13,293.86
1976-07-28,4678.22,981.33,293.51
1976-07-29,4646.6,979.29,293.6
1976-07-30,4641.83,984.64,293.26
1976-07-31,4641.83,984.64,293.26
1976-08-01,4641.83,984.64,293.26
1976-08-02,4640.89,982.26,292.91
1976-08-03,4651.58,990.33,292.91
1976-08-04,4693.97,992.28,292.83
1976-08-05,4707.9,986.68,293
1976-08-06,4717.87,986,293
1976-08-07,4717.87,986,293
1976-08-08,4717.87,986,293
1976-08-09,4711.89,983.46,292.65
1976-08-10,4725.98,993.43,292.83
1976-08-11,4743.93,986.79,292.57
1976-08-12,4730.78,987.12,292.65
1976-08-13,4736.93,990.19,291.12
1976-08-14,4736.93,990.19,291.12
1976-08-15,4736.93,990.19,291.12
1976-08-16,4722.83,992.77,290.36
1976-08-17,4729.9,999.34,287.85
1976-08-18,4732.63,995.01,288.27
1976-08-19,4734.06,983.88,288.77
1976-08-20,4716.87,974.07,289.35
1976-08-21,4716.87,974.07,289.35
1976-08-22,4716.87,974.07,289.35
1976-08-23,4696.64,971.49,289.77
1976-08-24,4697.31,962.93,288.43
1976-08-25,4695.03,970.83,288.85
1976-08-26,4682.3,960.44,288.93
1976-08-27,4689.61,963.93,288.6
1976-08-28,4689.61,963.93,288.6
1976-08-29,4689.61,963.93,288.6
1976-08-30,4696.84,968.92,288.77
1976-08-31,4738.14,973.74,289.35
1976-09-01,4786.15,985.95,288.93
1976-09-02,4781.81,984.79,288.68
1976-09-03,4764.84,989.11,287.77
1976-09-04,4764.84,989.11,287.77
1976-09-05,4764.84,989.11,287.77
1976-09-06,4739.34,989.11,287.77
1976-09-07,4700.81,996.59,287.77
1976-09-08,4699.45,992.94,287.6
1976-09-09,4676.57,986.87,286.04
1976-09-10,4707.7,988.36,286.94
1976-09-11,4707.7,988.36,286.94
1976-09-12,4707.7,988.36,286.94
1976-09-13,4729.7,983.29,286.62
1976-09-14,4702.84,978.64,286.53
1976-09-15,4702.84,979.31,286.12
1976-09-16,4710.97,987.95,286.7
1976-09-17,4722.89,995.1,287.27
1976-09-18,4722.89,995.1,287.27
1976-09-19,4722.89,995.1,287.27
1976-09-20,4726.55,994.51,287.11
1976-09-21,4738.6,1014.79,288.02
1976-09-22,4744.5,1014.05,287.11
1976-09-23,4744.5,1010.8,287.77
1976-09-24,4730.66,1009.31,287.85
1976-09-25,4730.66,1009.31,287.85
1976-09-26,4730.66,1009.31,287.85
1976-09-27,4722.06,1013.13,287.6
1976-09-28,4781.79,994.93,287.52
1976-09-29,4834.09,991.19,287.77
1976-09-30,4830.4,990.19,286.86
1976-10-01,4815.54,979.89,287.11
1976-10-02,4815.54,979.89,287.11
1976-10-03,4815.54,979.89,287.11
1976-10-04,4835.27,977.98,287.27
1976-10-05,4829.94,966.76,287.44
1976-10-06,4825.31,959.69,288.02
1976-10-07,4804.61,965.09,288.1
1976-10-08,4778.78,952.38,288.77
1976-10-09,4778.78,952.38,288.77
1976-10-10,4778.78,952.38,288.77
1976-10-11,4778.78,940.82,288.77
1976-10-12,4693.24,932.35,289.86
1976-10-13,4704.5,948.3,290.36
1976-10-14,4703.37,935.92,292.31
1976-10-15,4703.37,937,293
1976-10-16,4703.37,937,293
1976-10-17,4703.37,937,293
1976-10-18,4684.37,946.56,292.48
1976-10-19,4645.32,949.97,292.23
1976-10-20,4626.99,954.87,292.14
1976-10-21,4637.91,944.9,292.74
1976-10-22,4618.81,938.75,293.69
1976-10-23,4618.81,938.75,293.69
1976-10-24,4618.81,938.75,293.69
1976-10-25,4615.5,938,293.34
1976-10-26,4618.53,948.14,293.77
1976-10-27,4633.2,956.12,293.17
1976-10-28,4641.03,952.63,293.6
1976-10-29,4646.27,964.93,294.38
1976-10-30,4646.27,964.93,294.38
1976-10-31,4646.27,964.93,294.38
1976-11-01,4645.54,966.09,295.86
1976-11-02,4619.04,966.09,295.86
1976-11-03,4619.04,956.53,295.16
1976-11-04,4575.74,960.44,295.33
1976-11-05,4522.15,943.07,294.99
1976-11-06,4522.15,943.07,294.99
1976-11-07,4522.15,943.07,294.99
1976-11-08,4528.61,933.68,293.77
1976-11-09,4558.9,930.77,294.29
1976-11-10,4598.94,924.04,294.38
1976-11-11,4586.92,931.43,294.38
1976-11-12,4565.39,927.69,294.64
1976-11-13,4565.39,927.69,294.64
1976-11-14,4565.39,927.69,294.64
1976-11-15,4553.16,935.42,294.72
1976-11-16,4518.71,935.34,295.16
1976-11-17,4514.19,938.08,295.07
1976-11-18,4459.91,950.13,295.16
1976-11-19,4451.62,948.8,295.42
1976-11-20,4451.62,948.8,295.42
1976-11-21,4451.62,948.8,295.42
1976-11-22,4478.14,955.87,295.07
1976-11-23,4478.14,949.3,295.42
1976-11-24,4534.17,950.96,295.42
1976-11-25,4561.67,950.96,295.42
1976-11-26,4571.28,956.62,295.51
1976-11-27,4571.28,956.62,295.51
1976-11-28,4571.28,956.62,295.51
1976-11-29,4541.61,950.05,295.68
1976-11-30,4506.6,947.22,297.09
1976-12-01,4504.78,949.38,296.91
1976-12-02,4496.5,946.64,296.82
1976-12-03,4542.92,950.55,297.89
1976-12-04,4542.92,950.55,297.89
1976-12-05,4542.92,950.55,297.89
1976-12-06,4585.94,961.77,296.56
1976-12-07,4650.62,960.69,296.38
1976-12-08,4717.58,963.26,296.3
1976-12-09,4765.62,970.74,295.77
1976-12-10,4765.3,973.15,294.81
1976-12-11,4765.3,973.15,294.81
1976-12-12,4765.3,973.15,294.81
1976-12-13,4751.49,974.24,294.72
1976-12-14,4731.05,980.63,295.33
1976-12-15,4764.03,983.79,294.72
1976-12-16,4765.07,981.3,295.51
1976-12-17,4793.85,979.06,294.64
1976-12-18,4793.85,979.06,294.64
1976-12-19,4793.85,979.06,294.64
1976-12-20,4820.11,972.41,293.6
1976-12-21,4863.53,978.39,293.94
1976-12-22,4911.83,984.54,293.86
1976-12-23,4911.83,985.62,293.43
1976-12-24,4900.19,985.62,293.51
1976-12-25,4900.19,985.62,293.51
1976-12-26,4900.19,985.62,293.51
1976-12-27,4973.69,996.09,292.31
1976-12-28,4990.85,1000.08,292.14
1976-12-29,4990.85,994.93,292.91
1976-12-30,4990.85,999.09,293
1976-12-31,4990.85,1004.65,293.08
1977-01-01,4990.85,1004.65,293.08
1977-01-02,4990.85,1004.65,293.08
1977-01-03,4990.85,999.75,292.48
1977-01-04,4998.85,987.87,291.72
1977-01-05,4983.57,978.06,292.31
1977-01-06,4950.77,979.89,292.91
1977-01-07,4960.22,983.13,292.83
1977-01-08,4960.22,983.13,292.83
1977-01-09,4960.22,983.13,292.83
1977-01-10,4960.22,986.87,292.48
1977-01-11,4937.07,976.65,292.48
1977-01-12,4928.02,968.25,292.4
1977-01-13,4958.01,976.15,292.57
1977-01-14,4994.82,972.16,292.06
1977-01-15,4994.82,972.16,292.06
1977-01-16,4994.82,972.16,292.06
1977-01-17,4983.01,967.25,291.72
1977-01-18,4942.81,962.43,291.21
1977-01-19,4989.51,968.67,289.6
1977-01-20,4992.26,959.03,290.28
1977-01-21,5011.93,962.43,290.44
1977-01-22,5011.93,962.43,290.44
1977-01-23,5011.93,962.43,290.44
1977-01-24,5054.11,963.6,290.11
1977-01-25,5044.55,965.92,289.27
1977-01-26,5073,958.53,288.18
1977-01-27,5046,954.54,289.1
1977-01-28,5041.01,957.53,289.52
1977-01-29,5041.01,957.53,289.52
1977-01-30,5041.01,957.53,289.52
1977-01-31,4962.47,954.37,288.43
1977-02-01,5008.32,958.36,288.02
1977-02-02,5071.97,952.79,288.27
1977-02-03,5046.6,947.14,288.35
1977-02-04,5065.28,947.89,288.1
1977-02-05,5065.28,947.89,288.1
1977-02-06,5065.28,947.89,288.1
1977-02-07,5078.75,946.31,287.94
1977-02-08,5086.7,942.24,287.11
1977-02-09,5068.11,933.84,285.96
1977-02-10,5053.92,937.92,285.63
1977-02-11,5053.92,931.52,285.06
1977-02-12,5053.92,931.52,285.06
1977-02-13,5053.92,931.52,285.06
1977-02-14,4979.03,938.33,281.69
1977-02-15,4987.8,944.32,283.93
1977-02-16,5014.17,948.3,283.77
1977-02-17,5056.5,943.73,282.97
1977-02-18,5037.93,940.24,283.45
1977-02-19,5037.93,940.24,283.45
1977-02-20,5037.93,940.24,283.45
1977-02-21,5037.93,940.24,283.45
1977-02-22,5023.52,939.91,283.37
1977-02-23,5024.58,938.25,283.45
1977-02-24,5037.91,932.6,283.53
1977-02-25,5041.71,933.43,282.01
1977-02-26,5041.71,933.43,282.01
1977-02-27,5041.71,933.43,282.01
1977-02-28,5041.71,936.42,282.81
1977-03-01,5044.16,944.73,282.49
1977-03-02,5073.65,942.07,281.53
1977-03-03,5057.65,948.64,281.29
1977-03-04,5056.89,953.46,282.09
1977-03-05,5056.89,953.46,282.09
1977-03-06,5056.89,953.46,282.09
1977-03-07,5056.89,955.12,281.93
1977-03-08,5034.52,952.04,282.09
1977-03-09,5009.54,942.9,282.33
1977-03-10,5011.14,946.73,282.01
1977-03-11,5111.52,947.72,282.01
1977-03-12,5111.52,947.72,282.01
1977-03-13,5111.52,947.72,282.01
1977-03-14,5111.52,958.36,281.21
1977-03-15,4962.6,965.01,281.53
1977-03-16,4997.06,968,281.85
1977-03-17,4998.61,964.84,281.69
1977-03-18,4988.85,961.02,280.82
1977-03-19,4988.85,961.02,280.82
1977-03-20,4988.85,961.02,280.82
1977-03-21,4988.85,953.54,279.1
1977-03-22,4988.85,950.96,278.94
1977-03-23,4989.09,942.32,277.24
1977-03-24,4978.34,935.67,278.47
1977-03-25,4961.8,928.86,278.32
1977-03-26,4961.8,928.86,278.32
1977-03-27,4961.8,928.86,278.32
1977-03-28,4961.8,926.11,276.85
1977-03-29,4978.25,932.01,276.63
1977-03-30,4987.99,921.21,277.24
1977-03-31,5011.75,919.13,277.55
1977-04-01,5008.38,927.36,276.17
1977-04-02,5008.38,927.36,276.17
1977-04-03,5008.38,927.36,276.17
1977-04-04,5008.38,915.56,274.65
1977-04-05,4970.68,916.14,273
1977-04-06,4879.53,914.73,273.22
1977-04-07,4893.32,918.88,273.6
1977-04-08,4870.24,918.88,273.22
1977-04-09,4870.24,918.88,273.22
1977-04-10,4870.24,918.88,273.22
1977-04-11,4870.24,924.1,271.3
1977-04-12,4926.56,937.16,270.71
1977-04-13,4969,938.18,272.55
1977-04-14,5011.6,947,273.37
1977-04-15,5021.13,947.76,273.82
1977-04-16,5021.13,947.76,273.82
1977-04-17,5021.13,947.76,273.82
1977-04-18,5021.13,942.76,275.33
1977-04-19,5034.77,938.77,275.79
1977-04-20,5075.43,942.59,278.78
1977-04-21,5118.44,935.8,276.85
1977-04-22,5157.07,927.07,277.78
1977-04-23,5157.07,927.07,277.78
1977-04-24,5157.07,927.07,277.78
1977-04-25,5157.07,914.6,278.01
1977-04-26,5102.9,915.62,278.32
1977-04-27,5092.9,923.76,278.01
1977-04-28,5091.96,927.32,277.09
1977-04-29,5091.96,926.9,277.78
1977-04-30,5091.96,926.9,277.78
1977-05-01,5091.96,926.9,277.78
1977-05-02,5099.05,931.22,278.01
1977-05-03,5099.05,934.19,278.16
1977-05-04,5099.05,940.72,276.7
1977-05-05,5099.05,943.44,275.94
1977-05-06,5141.86,936.74,276.85
1977-05-07,5141.86,936.74,276.85
1977-05-08,5141.86,936.74,276.85
1977-05-09,5141.86,933.09,278.01
1977-05-10,5124.21,936.14,277.47
1977-05-11,5088.57,926.9,277.93
1977-05-12,5079.61,925.54,278.01
1977-05-13,5048.99,928.34,277.62
1977-05-14,5048.99,928.34,277.62
1977-05-15,5048.99,928.34,277.62
1977-05-16,5048.99,932.5,277.7
1977-05-17,5044.51,936.48,277.55
1977-05-18,5036.08,941.91,277.39
1977-05-19,5032.86,936.48,276.97
1977-05-20,5024.38,930.46,277.24
1977-05-21,5024.38,930.46,277.24
1977-05-22,5024.38,930.46,277.24
1977-05-23,5024.38,917.06,277.55
1977-05-24,5027.61,912.4,277.78
1977-05-25,5023.88,903.24,277.39
1977-05-26,5022.04,908.07,277.12
1977-05-27,4989.27,898.83,277.28
1977-05-28,4989.27,898.83,277.28
1977-05-29,4989.27,898.83,277.28
1977-05-30,4989.27,898.83,277.28
1977-05-31,4986.3,898.66,277.28
1977-06-01,5053.4,906.55,277.32
1977-06-02,5014.5,903.15,276.55
1977-06-03,4992.16,912.23,276.28
